product_id,content
73124602,"Kiểm tra hàng ra ngay vết xước khá dài, hàng không được bọc cẩn thận, không lót xốp hay lót giấy trong gói hàng gì cả, bọc nilon rất cẩu thả. Tôi đã mua bình này 1 lần rồi nên mua lại của Lock&Lock.  Nhưng lần này  Rất Thất Vọng về sản phẩm, dù là sản phẩm Tiki Trading phân phối. Màu sơn nhìn rất cũ, cũ hơn cả cái tôi đang dùng 1 năm."
73124602,đăng ký gói tiki now 1 năm điều khoản cho đặt đơn hàng không giới hạn nhưng khi đặt hàng vẫn tính phí ship với lý do đặt nhiều hàng quá Tiki lỗ.
73124602,"Mình mua 2 cái, 1 cái thì ko sao, cái còn lại bị mất cái vòng để kéo lên khi đóng lại. Giờ đậy vô là không biết lấy ra sao luôn. Tiki càng ngày giao hàng càng tệ, nhiều hàng lỗi."
73124602,Tôi đã mua ở Tiki nhiều và cũng thấy rất tốt. Hôm nay nhận hàng lại thấy sản phẩm lại thiếu đồ quay của đồ chặn nước. Tôi đã mua sp rồi thấy tốt nên mua thêm cho gia đình. Tiki xem lại bộ phận đóng hàng
73124602,Bình mới nhận hàng hôm qua hôm nay sử dụng lần đầu đựng đá nhưng đã bị đọng nước bên ngoài như hình rồi.
73124602,vừa mua đc vài hôm tụt giá. Mua 300 giờ còn 281
73124602,Cái bình của em không có cái để lấy màng lọc ra ngoài ạ?
73124602,"Mình không biết sản phẩm đựng nước lạnh chất lượng có ổn không nhưng mình đựng nước nóng (đựng nước đậu đen nóng), sử dụng đc hơn 1 tháng thì bên trong bị gỉ.
Mỗi ngày sử dụng mình đều vệ sinh bình và để ráo."
73124602,Sản phẩm móp méo ko còn nguyên vẹn. Yêu cầu shop đổi lại sản phẩm.
73124602,Đóng gói ko cẩn thận. Giao hàng bị trầy hết. Mình không có ở nhà người nhà nhận hộ. Vui lòng đổi sản phẩm khác giúp mình vì hàng mình mua tặng!!!
73124602,Bình vận chuyển làm móp nắp
73124602,"Mình vừa nhận được sáng ngày 16/06/2020. Khi đổ nước nóng vào bình thì thân bình ấm lên và sau đó nhiệt độ giảm dần, ko giữ được độ nóng bên trong bình. Nước đổ ra sau đó nguội như đựng ở bình bình thường. Tiki vui lòng phản hồi và đổi lại sp khác giúp mình."
73124602,Rất không hài lòng. Sản phẩm giao có khách bị trầy và móp. K nguyên vẹn
73124602,Sản phẩm bị móp không biết có được đổi không
73124602,"Mặt trên của nắp không bóng, gia công kém.
Phần thân có một vết tróc sơn do khi sơn có tạp chất (ngay bên dưới thương hiệu)."
73124602,"Hộp đựng hàng đầy bụi bẩn
Đáy bình thì tróc sơn
Không hài lòng một chút nào."
73124602,"Sau 1 tháng sử dụng thì bình có dấu hiệu trơn nhớt, trong bình thì có mùi khó chịu. Tuy chỉ dùng để chứa nước lọc và có vệ sinh mỗi ngày. Cảm thấy khá thất vọng"
73124602,"nắp thì có 1 vết xước rất sâu, viền quanh thì dính cái gì không thể cậy được."
73124602,tại sao trên trang bán thì nói là bình Hàn Quốc mà sản phẩm thực tế lại của Trung Quốc.treo đầu Dê bán thịt *** à
73124602,mình tin tưởng tiki đặt hàng lock and lock ghi xuất xứ Hàn Quốc nhưng sao khi nhận hàng lại xuất xứ Trung Quốc
73124602,bình giữ nhiệt tốt. nhưng mình không hiểu lock and lock mà lớp sơn tệ quá? mới mua đây .ak bị tróc hết cả ra. mong shop giải thích
73124602,Mã vạch xuất xứ từ Trung Quốc tôi không kiểm tra được hàng thật hay giả bằng mã vạch. Tiki tư vấn cho mình với nhé
73124602,Mình là khách hàng lâu năm của TIKI nhưng lần này đặc biệt thất vọng. Đơn hàng đặt từ ngày 28/07 đến bây giờ đã gần 1 tháng nhưng không thấy giao hàng. Đã gọi cho nhân viên tổng đài nhiều lần hứa sẽ giải quyết và giao hàng nhưng vẫn không thấy hành động.
73124602,"Bình trầy xước lung tung cả ,đóng gói thì ẩu ,hàng trầy xước vậy mà cũng giao cho khách hàng được thì tôi cũng thua ."
73124602,"Giao bình không nguyên vẹn, nắp bị mẻ mất thẩm mĩ. Làm sao tặng bạn bè ?"
73124602,"Hnay là ngày 27/6/2019 và là lần thứ 3 đặt sản phẩm này! 
Tất cả đều quá hạn giao hàng không một lời thông báo!
Tôi chủ định đặt để dùng khi đi du lịch!
Thật đáng tiếc và cực kỳ đáng tiếc!
Tôi sẽ không giới thiệu tiki cho bạn bè và hạn chế ủng hộ tiki!"
73124602,Có thể là do vận chuyển. Bình bị móp ở nắp bình 2 vết
73124602,"Tiki giao hàng nhanh, bình cũng là hàng chính hãng nên rất ok, nhưng lần này mình chỉ đánh giá 2 sao vì đóng gói hàng hoá quá cẩu thả nếu ko muốn nói là tệ, mình nhận đc sản phẩm bị móp. Mong tiki tiếp nhận ý kiến và khắc phục để dịch vụ được tốt hơn."
73124602,khi được giao thì cái nắp nó đã bị móp méo như thế kia. Mình tính trả lại nhưng người nhà lỡ vứt mất vỏ hộp đi nên đành chịu. Hàng Tiki Trading nên lỗi này là lỗi của các.bạn chứ không phải của nhà cung cấp third party. Các bạn có chính sách gì cho trường hợp này không vậy?
73124602,"Mình mua được 5 tháng, thời gian đầu dùng ok, nhưng khoảng 1 tháng sau thì sơn bắt đầu bị bong tróc, không phải bị trầy vì mình toàn để trên bàn, sơn cứ tự tróc ra từng mảng, bình thì không còn giữ nhiệt như lưc đầu nữa bắt đầu xuất hiện tình trạng tươm mồ hôi rất nhiều ra ngoài bình, mà lúc mới dùng thì ko có, đá chưa đến 2 tiếng đã tan hết, hơi nước thì cứ đọng xung quanh bình rồi chảy như cho nước đá vào trong 1 cái bình bình thường chứ không phải bình giữ nhiệt. Tiki làm ăn kỳ quá, bán hàng kém chất lượng, hàng lock & lock gì mà kỳ vậy, tróc sơn thì ko nói, đằng này giữ nhiệt cũng rất kém, tệ hơn mấy bình giữ nhiệt ko thương hiệu mình mua 100k ngoài chợ. Thật sự rất thất vọng. Mình đánh giá 0 sao."
73124602,"khi bạn xài đây nó sẽ như vậy, thậm chí là nó tự bong tróc ra, đây không giống như là lớp sơn, kiểu giống như một lớp ni-long dán lên. các bạn có thể kham khảo khi mua. cám ơn."
73124602,"cả hộp các tông tiki và hộp đựng sp đều ko có gì chống sốc nên nắp bình của mình bị 1 vết móp. bình thì rất đẹp, hoàn thiện tốt"
73124602,"bình ko đẹp lắm so với các sp khác của lock màu sơn loang lỗ, nắp bình bị mẻ, lớp nhựa gia công bị lỗi. nói chung là mình thấy bình này ko đẹp"
73124602,Bình giữ nhiệt tốt. Nhưng sơn kém quá. Mình thỉnh thoảng mới dùng mà đã vậy. Cần cải thiện vì khá ủng hộ Tiki!!!
73124602,"Chưa sd lần nào, mua về để nguyên trong hộp cũng không có ý định check lại do mấy lần trước đều bt , 1 tháng sau lôi ra xài thì em nó thế này :( gọi tư vấn thì kêu là quá 7 ngày không cho đổi :("
